cat_periodo,codigo_unico,MRUN,GEN_ALU,FEC_NAC_ALU,rango_edad,anio_ing_carr_ori,sem_ing_carr_ori,anio_ing_carr_act,sem_ing_carr_act,tipo_inst_1,tipo_inst_2,tipo_inst_3,cod_inst,nomb_inst,cod_sede,nomb_sede,cod_carrera,nomb_carrera,modalidad,jornada,version,tipo_plan_carr,dur_estudio_carr,dur_proceso_tit,dur_total_carr,region_sede,provincia_sede,comuna_sede,nivel_global,nivel_carrera_1,nivel_carrera_2,requisito_ingreso,vigencia_carrera,valor_matricula,valor_arancel,codigo_demre,area_conocimiento,cine_f_13_area,cine_f_13_subarea,area_carrera_generica,acreditada_carr,acreditada_inst,acre_inst_desde_hasta,acre_inst_anio,costo_proceso_titulacion,costo_obtencion_titulo_diploma,forma_ingreso
2015,I45S2C5J1V1,22324863,2,199211,20 a 24 años,2011,1,,,Universidades,Universidades Privadas,Universidades Privadas,45,UNIVERSIDAD DEL DESARROLLO,2,SEDE SANTIAGO (LAS CONDES),5,PERIODISMO,Presencial,Diurno,1,Plan Regular,10,0,10,Metropolitana,SANTIAGO,LAS CONDES,Pregrado,Profesional Con Licenciatura,Carreras Profesionales,Educación Media,VIGENTE CON ALUMNOS NUEVOS,442000,4917000,44004,Ciencias Sociales,"Ciencias Sociales, Periodismo e Información",Periodismo e Información,Periodismo,ACREDITADA,ACREDITADA,14/12/2011 - 14/12/2016,5,,80000,
2015,I47S1C7J1V1,22331065,2,199409,20 a 24 años,2013,1,,,Universidades,Universidades Privadas,Universidades Privadas,47,UNIVERSIDAD DEL PACIFICO,1,SEDE LAS CONDES,7,DISEÑO GRAFICO,Presencial,Diurno,1,Plan Regular,9,1,9,Metropolitana,SANTIAGO,LAS CONDES,Pregrado,Profesional Con Licenciatura,Carreras Profesionales,Educación Media,VIGENTE CON ALUMNOS NUEVOS,350000,3850000,,Arte y Arquitectura,Artes y Humanidades,Artes,Diseño Gráfico,ACREDITADA,ACREDITADA,25/03/2015 - 25/03/2017,2,,579000,
2015,I76S1C10J1V1,22359520,1,199412,20 a 24 años,2013,1,,,Universidades,Universidades CRUCH,Universidades Estatales CRUCH,76,UNIVERSIDAD DE LA FRONTERA,1,CASA CENTRAL (TEMUCO),10,INGENIERIA CIVIL INDUSTRIAL MENCION INFORMATICA,Presencial,Diurno,1,Plan Regular,12,0,12,La Araucanía,CAUTIN,TEMUCO,Pregrado,Profesional Con Licenciatura,Carreras Profesionales,Educación Media,VIGENTE CON ALUMNOS NUEVOS,100000,2658000,30002,Tecnología,"Ingeniería, Industria y Construcción",Ingeniería y Profesiones Afines,Ingeniería Civil Industrial,NO ACREDITADA,ACREDITADA,27/11/2013 - 27/11/2018,5,,100000,
2015,I45S4C7J1V2,22440185,1,199602,15 a 19 años,2015,1,,,Universidades,Universidades Privadas,Universidades Privadas,45,UNIVERSIDAD DEL DESARROLLO,4,SEDE SANTIAGO (S.C. APOQUINDO),7,INGENIERIA CIVIL INDUSTRIAL,Presencial,Diurno,2,Plan Regular,10,0,10,Metropolitana,SANTIAGO,LAS CONDES,Pregrado,Profesional Con Licenciatura,Carreras Profesionales,Educación Media,VIGENTE CON ALUMNOS NUEVOS,442000,5296000,44015,Tecnología,"Ingeniería, Industria y Construcción",Ingeniería y Profesiones Afines,Ingeniería Civil Industrial,ACREDITADA,ACREDITADA,14/12/2011 - 14/12/2016,5,246227,80000,
2015,I86S5C400J1V1,22563817,1,199504,20 a 24 años,2014,1,,,Universidades,Universidades CRUCH,Universidades Privadas CRUCH,86,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,5,CAMPUS SAN JOAQUIN,400,AGRONOMIA E INGENIERIA FORESTAL,Presencial,Diurno,1,Plan Regular,10,0,10,Metropolitana,SANTIAGO,MACUL,Pregrado,Profesional Con Licenciatura,Carreras Profesionales,Educación Media,VIGENTE CON ALUMNOS NUEVOS,109000,4410000,12013,Agropecuaria,"Agricultura, Silvicultura, Pesca y Veterinaria",Agricultura,Agronomía,ACREDITADA,ACREDITADA,30/11/2011 - 30/11/2018,7,0,0,
2015,I34S1C5J1V1,22687026,2,199309,20 a 24 años,2013,1,,,Universidades,Universidades Privadas,Universidades Privadas,34,UNIVERSIDAD DE LOS ANDES,1,CASA CENTRAL (SANTIAGO),5,PEDAGOGIA BASICA,Presencial,Diurno,1,Plan Regular,8,1,8,Metropolitana,SANTIAGO,LAS CONDES,Pregrado,Profesional Con Licenciatura,Carreras Profesionales,Educación Media,VIGENTE CON ALUMNOS NUEVOS,350000,3442082,43020,Educación,Educación,Educación,Pedagogía en Educación Básica,ACREDITADA,ACREDITADA,12/12/2012 - 12/12/2017,5,,122932,
2015,I94S1C3J1V1,22809673,1,199511,15 a 19 años,2015,1,,,Universidades,Universidades CRUCH,Universidades Privadas CRUCH,94,UNIVERSIDAD CATOLICA DE TEMUCO,1,CASA CENTRAL (TEMUCO),3,DERECHO,Presencial,Diurno,1,Plan Regular,10,0,10,La Araucanía,CAUTIN,TEMUCO,Pregrado,Profesional Con Licenciatura,Carreras Profesionales,Educación Media,VIGENTE CON ALUMNOS NUEVOS,130000,3378000,37040,Derecho,Administración de Empresas y Derecho,Derecho,Derecho,ACREDITADA,ACREDITADA,09/12/2009 - 10/06/2015,5,86642,,
2015,I45S2C38J1V1,22829020,2,199004,25 a 29 años,2009,1,,,Universidades,Universidades Privadas,Universidades Privadas,45,UNIVERSIDAD DEL DESARROLLO,2,SEDE SANTIAGO (LAS CONDES),38,ODONTOLOGIA,Presencial,Diurno,1,Plan Regular,12,0,12,Metropolitana,SANTIAGO,LAS CONDES,Pregrado,Profesional Con Licenciatura,Carreras Profesionales,Educación Media,VIGENTE CON ALUMNOS NUEVOS,760000,6985000,44021,Salud,Salud y Bienestar,Salud,Odontología,NO ACREDITADA,ACREDITADA,14/12/2011 - 14/12/2016,5,,80000,
2015,I45S4C1J1V2,22956903,1,199202,20 a 24 años,2011,1,,,Universidades,Universidades Privadas,Universidades Privadas,45,UNIVERSIDAD DEL DESARROLLO,4,SEDE SANTIAGO (S.C. APOQUINDO),1,ARQUITECTURA,Presencial,Diurno,2,Plan Regular,11,0,11,Metropolitana,SANTIAGO,LAS CONDES,Pregrado,Profesional Con Licenciatura,Carreras Profesionales,Educación Media,VIGENTE CON ALUMNOS NUEVOS,442000,5436000,44001,Arte y Arquitectura,"Ingeniería, Industria y Construcción",Arquitectura y Construcción,Arquitectura,ACREDITADA,ACREDITADA,14/12/2011 - 14/12/2016,5,,80000,
2015,I111S6C37J1V1,22995995,1,199505,20 a 24 años,2015,1,,,Institutos Profesionales,Institutos Profesionales,Institutos Profesionales,111,IP DUOC UC,6,SEDE SAN CARLOS DE APOQUINDO,37,INGENIERIA EN ADMINISTRACION,Presencial,Diurno,1,Plan Regular,8,1,8,Metropolitana,SANTIAGO,LAS CONDES,Pregrado,Profesional Sin Licenciatura,Carreras Profesionales,Educación Media,VIGENTE CON ALUMNOS NUEVOS,198000,1900000,,Administración y Comercio,Administración de Empresas y Derecho,Educación Comercial y Administración,Administración de Empresas e Ing. Asociadas,NO ACREDITADA,ACREDITADA,25/08/2010 - 25/08/2017,7,30000,,
2015,I86S5C131J1V1,23039432,1,199101,20 a 24 años,2010,1,,,Universidades,Universidades CRUCH,Universidades Privadas CRUCH,86,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,5,CAMPUS SAN JOAQUIN,131,INGENIERIA CIVIL,Presencial,Diurno,1,Plan Regular,12,0,12,Metropolitana,SANTIAGO,MACUL,Pregrado,Profesional Con Licenciatura,Carreras Profesionales,Educación Media,VIGENTE CON ALUMNOS NUEVOS,109000,5550000,12039,Tecnología,"Ingeniería, Industria y Construcción",Ingeniería y Profesiones Afines,"Ingeniería Civil, plan común y licenciatura en Ciencias de la Ingeniería",ACREDITADA,ACREDITADA,30/11/2011 - 30/11/2018,7,0,0,
2015,I90S1C91J1V1,23058565,2,199202,20 a 24 años,2011,1,0,0,Universidades,Universidades CRUCH,Universidades Privadas CRUCH,90,UNIVERSIDAD AUSTRAL DE CHILE,1,CASA CENTRAL,91,MEDICINA VETERINARIA,Presencial,Diurno,1,Plan Regular,10,0,10,Los Ríos,VALDIVIA,VALDIVIA,Pregrado,Profesional Con Licenciatura,Carreras Profesionales,Educación Media,VIGENTE CON ALUMNOS NUEVOS,145000,3460000,17014,Agropecuaria,"Agricultura, Silvicultura, Pesca y Veterinaria",Veterinaria,Medicina Veterinaria,ACREDITADA,ACREDITADA,11/11/2009 - 11/11/2015,6,0,166000,
2015,I76S1C17J1V1,23069036,1,199503,20 a 24 años,2013,1,,,Universidades,Universidades CRUCH,Universidades Estatales CRUCH,76,UNIVERSIDAD DE LA FRONTERA,1,CASA CENTRAL (TEMUCO),17,INGENIERIA EN CONSTRUCCION,Presencial,Diurno,1,Plan Regular,10,0,10,La Araucanía,CAUTIN,TEMUCO,Pregrado,Profesional Con Licenciatura,Carreras Profesionales,Educación Media,VIGENTE CON ALUMNOS NUEVOS,100000,2370000,30007,Tecnología,"Ingeniería, Industria y Construcción",Arquitectura y Construcción,Ingeniería en Construcción,ACREDITADA,ACREDITADA,27/11/2013 - 27/11/2018,5,,100000,
2015,I76S1C294J1V1,23134697,2,199302,20 a 24 años,2014,1,,,Universidades,Universidades CRUCH,Universidades Estatales CRUCH,76,UNIVERSIDAD DE LA FRONTERA,1,CASA CENTRAL (TEMUCO),294,INGENIERIA CIVIL,Presencial,Diurno,1,Plan Regular,12,0,12,La Araucanía,CAUTIN,TEMUCO,Pregrado,Profesional Con Licenciatura,Carreras Profesionales,Educación Media,VIGENTE CON ALUMNOS NUEVOS,100000,2658000,30094,Tecnología,"Ingeniería, Industria y Construcción",Ingeniería y Profesiones Afines,"Ingeniería Civil, plan común y licenciatura en Ciencias de la Ingeniería",NO ACREDITADA,ACREDITADA,27/11/2013 - 27/11/2018,5,,100000,
2015,I45S4C430J1V1,23349806,1,199604,15 a 19 años,2015,1,,,Universidades,Universidades Privadas,Universidades Privadas,45,UNIVERSIDAD DEL DESARROLLO,4,SEDE SANTIAGO (S.C. APOQUINDO),430,BACHILLERATO EN CIENCIAS MATEMATICAS Y ECONOMICAS,Presencial,Diurno,1,Plan Regular,2,0,2,Metropolitana,SANTIAGO,LAS CONDES,Pregrado,"Bachillerato, Ciclo Inicial o Plan Común",Carreras Profesionales,Educación Media,VIGENTE CON ALUMNOS NUEVOS,442000,5374000,44009,Ciencias Sociales,"Ciencias naturales, matemáticas y estadística","Ciencias Naturales, Matemáticas y Estadísticas sin mayor definición",Bachillerato y/o Licenciatura en Ciencias Sociales,NO ACREDITADA,ACREDITADA,14/12/2011 - 14/12/2016,5,,40000,
2015,I23S2C2J1V1,23366252,2,199008,20 a 24 años,2013,2,,,Universidades,Universidades Privadas,Universidades Privadas,23,UNIVERSIDAD ADOLFO IBAÑEZ,2,SEDE PEÑALOLEN,2,INGENIERIA CIVIL INDUSTRIAL,Presencial,Diurno,1,Plan Regular,10,1,11,Metropolitana,SANTIAGO,PEÑALOLEN,Pregrado,Profesional Con Licenciatura,Carreras Profesionales,Educación Media,VIGENTE CON ALUMNOS NUEVOS,516600,4920000,42002,Tecnología,"Ingeniería, Industria y Construcción",Ingeniería y Profesiones Afines,Ingeniería Civil Industrial,ACREDITADA,ACREDITADA,17/11/2009 - 17/11/2015,6,0,65000,
2015,I31S1C6J1V1,23496826,1,199405,20 a 24 años,2015,1,,,Universidades,Universidades Privadas,Universidades Privadas,31,UNIVERSIDAD AUTONOMA DE CHILE,1,CASA CENTRAL (TEMUCO),6,TECNICO UNIVERSITARIO EN ADMINISTRACION DE EMPRESAS,Presencial,Diurno,1,Plan Regular,5,1,5,La Araucanía,CAUTIN,TEMUCO,Pregrado,Técnico de Nivel Superior,Carreras Técnicas,Educación Media,VIGENTE CON ALUMNOS NUEVOS,171000,1368566,,Administración y Comercio,Administración de Empresas y Derecho,Educación Comercial y Administración,Técnico en Administración de Empresas,NO ACREDITADA,ACREDITADA,27/10/2010 - 27/10/2015,5,164171,26000,
2015,I3S1C67J1V1,23648349,2,199007,20 a 24 años,2010,1,,,Universidades,Universidades Privadas,Universidades Privadas,3,UNIVERSIDAD DIEGO PORTALES,1,CASA CENTRAL (SANTIAGO),67,DISEÑO,Presencial,Diurno,1,Plan Regular,10,0,10,Metropolitana,SANTIAGO,SANTIAGO,Pregrado,Profesional Con Licenciatura,Carreras Profesionales,Educación Media,VIGENTE CON ALUMNOS NUEVOS,418000,4168000,38015,Arte y Arquitectura,Artes y Humanidades,Artes,Diseño,ACREDITADA,ACREDITADA,23/10/2013 - 23/10/2018,5,200000,0,
2015,I34S1C128J1V2,23671751,2,198804,25 a 29 años,2014,1,,,Universidades,Universidades Privadas,Universidades Privadas,34,UNIVERSIDAD DE LOS ANDES,1,CASA CENTRAL (SANTIAGO),128,POSTITULO EN ENDODONCIA,Presencial,Diurno,2,Plan Regular,4,0,4,Metropolitana,SANTIAGO,LAS CONDES,Postítulo,Especialidad Médica U Odontológica,Postítulo,Título Profesional,VIGENTE CON ALUMNOS NUEVOS,600000,6837257,,Salud,Salud y Bienestar,Salud,Postítulo en Salud,NO ACREDITADA,ACREDITADA,12/12/2012 - 12/12/2017,5,,,
2015,I23S1C42J1V1,23737707,2,199610,15 a 19 años,2015,1,,,Universidades,Universidades Privadas,Universidades Privadas,23,UNIVERSIDAD ADOLFO IBAÑEZ,1,CASA CENTRAL (VIÑA DEL MAR),42,PSICOLOGIA,Presencial,Diurno,1,Plan Regular,10,1,11,Valparaíso,VALPARAISO,VIÑA DEL MAR,Pregrado,Profesional Con Licenciatura,Carreras Profesionales,Educación Media,VIGENTE CON ALUMNOS NUEVOS,467400,4182000,42024,Ciencias Sociales,"Ciencias Sociales, Periodismo e Información",Ciencias Sociales y del Comportamiento,Psicología,ACREDITADA,ACREDITADA,17/11/2009 - 17/11/2015,6,0,65000,
2015,I23S3C56J1V1,23824251,1,198607,25 a 29 años,2014,1,,,Universidades,Universidades Privadas,Universidades Privadas,23,UNIVERSIDAD ADOLFO IBAÑEZ,3,SEDE PRESIDENTE ERRAZURIZ,56,MAGISTER EN DIRECCION Y GESTION TRIBUTARIA,Presencial,Diurno,1,Plan Regular,4,0,4,Metropolitana,SANTIAGO,LAS CONDES,Postgrado,Magister,Magister,Licenciatura,VIGENTE CON ALUMNOS NUEVOS,73800,5166000,,Administración y Comercio,Administración de Empresas y Derecho,Educación Comercial y Administración,Magister en Administración y Comercio,NO ACREDITADA,ACREDITADA,17/11/2009 - 17/11/2015,6,0,0,
2015,I10S4C16J1V2,23839299,2,199307,20 a 24 años,2014,1,,,Universidades,Universidades Privadas,Universidades Privadas,10,UNIVERSIDAD MAYOR,4,SEDE TEMUCO,16,INGENIERIA COMERCIAL,Presencial,Diurno,2,Plan Regular,9,0,9,La Araucanía,CAUTIN,TEMUCO,Pregrado,Profesional Con Licenciatura,Carreras Profesionales,Educación Media,VIGENTE CON ALUMNOS NUEVOS,362800,3146932,39409,Administración y Comercio,Administración de Empresas y Derecho,Educación Comercial y Administración,Ingeniería Comercial,NO ACREDITADA,ACREDITADA,20/05/2015 - 20/05/2020,5,154945,0,
2015,I3S1C41J1V1,23850281,2,199405,20 a 24 años,2014,1,,,Universidades,Universidades Privadas,Universidades Privadas,3,UNIVERSIDAD DIEGO PORTALES,1,CASA CENTRAL (SANTIAGO),41,ARQUITECTURA,Presencial,Diurno,1,Plan Regular,11,0,11,Metropolitana,SANTIAGO,SANTIAGO,Pregrado,Profesional Con Licenciatura,Carreras Profesionales,Educación Media,VIGENTE CON ALUMNOS NUEVOS,418000,4168000,38083,Arte y Arquitectura,"Ingeniería, Industria y Construcción",Arquitectura y Construcción,Arquitectura,ACREDITADA,ACREDITADA,23/10/2013 - 23/10/2018,5,200000,0,
2015,I31S1C5J1V1,23882259,2,199505,20 a 24 años,2015,1,,,Universidades,Universidades Privadas,Universidades Privadas,31,UNIVERSIDAD AUTONOMA DE CHILE,1,CASA CENTRAL (TEMUCO),5,PEDAGOGIA EN EDUCACION PARVULARIA,Presencial,Diurno,1,Plan Regular,8,1,8,La Araucanía,CAUTIN,TEMUCO,Pregrado,Profesional Con Licenciatura,Carreras Profesionales,Educación Media,VIGENTE CON ALUMNOS NUEVOS,194000,1730420,,Educación,Educación,Educación,Pedagogía en Educación de Párvulos,ACREDITADA,ACREDITADA,27/10/2010 - 27/10/2015,5,237738,82000,
2015,I88S1C17J1V1,24031710,1,199409,20 a 24 años,2013,1,,,Universidades,Universidades CRUCH,Universidades Privadas CRUCH,88,UNIVERSIDAD TECNICA FEDERICO SANTA MARIA,1,CASA CENTRAL (VALPARAISO),17,INGENIERIA CIVIL MECANICA,Presencial,Diurno,1,Plan Regular,12,0,12,Valparaíso,VALPARAISO,VALPARAISO,Pregrado,Profesional Con Licenciatura,Carreras Profesionales,Educación Media,VIGENTE CON ALUMNOS NUEVOS,152000,3903000,15140,Tecnología,"Ingeniería, Industria y Construcción",Ingeniería y Profesiones Afines,Ingeniería Civil Mecánica,ACREDITADA,ACREDITADA,28/12/2011 - 28/12/2016,5,,76000,
2015,I34S1C216J1V1,24090341,2,199701,15 a 19 años,2015,1,,,Universidades,Universidades Privadas,Universidades Privadas,34,UNIVERSIDAD DE LOS ANDES,1,CASA CENTRAL (SANTIAGO),216,BACHILLERATO EN ODONTOLOGIA,Presencial,Diurno,1,Plan Regular,2,0,2,Metropolitana,SANTIAGO,LAS CONDES,Pregrado,"Bachillerato, Ciclo Inicial o Plan Común",Carreras Profesionales,Educación Media,VIGENTE CON ALUMNOS NUEVOS,350000,4302602,43002,Salud,Salud y Bienestar,Salud,Odontología,NO ACREDITADA,ACREDITADA,12/12/2012 - 12/12/2017,5,,122932,
2015,I90S1C511J1V1,24140968,1,199609,15 a 19 años,2015,1,0,0,Universidades,Universidades CRUCH,Universidades Privadas CRUCH,90,UNIVERSIDAD AUSTRAL DE CHILE,1,CASA CENTRAL,511,GEOLOGIA,Presencial,Diurno,1,Plan Regular,10,0,10,Los Ríos,VALDIVIA,VALDIVIA,Pregrado,Profesional Con Licenciatura,Carreras Profesionales,Educación Media,VIGENTE CON ALUMNOS NUEVOS,145000,3330000,17821,Ciencias Básicas,"Ciencias naturales, matemáticas y estadística",Ciencias Físicas,Geología,NO ACREDITADA,ACREDITADA,11/11/2009 - 11/11/2015,6,0,166000,
2015,I86S1C600J1V1,24160164,2,198806,25 a 29 años,2015,1,,,Universidades,Universidades CRUCH,Universidades Privadas CRUCH,86,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,1,CASA CENTRAL,600,ESPECIALIDAD ODONTOLOGICA EN ORTODONCIA Y ORTOPEDIA MAXILOFACIAL,Presencial,Diurno,1,Plan Regular,6,0,6,Metropolitana,SANTIAGO,SANTIAGO,Postítulo,Especialidad Médica U Odontológica,Postítulo,Licenciatura,VIGENTE CON ALUMNOS NUEVOS,0,27000000,,Salud,Salud y Bienestar,Salud,Postítulo en Salud,NO ACREDITADA,ACREDITADA,30/11/2011 - 30/11/2018,7,0,0,
2015,I31S1C1J1V1,24191314,2,199205,20 a 24 años,2012,1,,,Universidades,Universidades Privadas,Universidades Privadas,31,UNIVERSIDAD AUTONOMA DE CHILE,1,CASA CENTRAL (TEMUCO),1,INGENIERIA COMERCIAL,Presencial,Diurno,1,Plan Regular,10,1,10,La Araucanía,CAUTIN,TEMUCO,Pregrado,Profesional Con Licenciatura,Carreras Profesionales,Educación Media,VIGENTE CON ALUMNOS NUEVOS,194000,2641467,,Administración y Comercio,Administración de Empresas y Derecho,Educación Comercial y Administración,Ingeniería Comercial,ACREDITADA,ACREDITADA,27/10/2010 - 27/10/2015,5,319732,82000,
2015,I10S7C16J1V2,24211732,1,199107,20 a 24 años,2010,1,,,Universidades,Universidades Privadas,Universidades Privadas,10,UNIVERSIDAD MAYOR,7,SEDE MANUEL MONTT,16,INGENIERIA COMERCIAL,Presencial,Diurno,2,Plan Regular,9,0,9,Metropolitana,SANTIAGO,PROVIDENCIA,Pregrado,Profesional Con Licenciatura,Carreras Profesionales,Educación Media,VIGENTE CON ALUMNOS NUEVOS,366400,3980054,39114,Administración y Comercio,Administración de Empresas y Derecho,Educación Comercial y Administración,Ingeniería Comercial,NO ACREDITADA,ACREDITADA,20/05/2015 - 20/05/2020,5,154945,0,
2015,I76S1C275J1V1,24229567,2,199612,15 a 19 años,2015,1,,,Universidades,Universidades CRUCH,Universidades Estatales CRUCH,76,UNIVERSIDAD DE LA FRONTERA,1,CASA CENTRAL (TEMUCO),275,DERECHO,Presencial,Diurno,1,Plan Regular,10,0,10,La Araucanía,CAUTIN,TEMUCO,Pregrado,Profesional Con Licenciatura,Carreras Profesionales,Educación Media,VIGENTE CON ALUMNOS NUEVOS,100000,3156000,30039,Derecho,Administración de Empresas y Derecho,Derecho,Derecho,NO ACREDITADA,ACREDITADA,27/11/2013 - 27/11/2018,5,,100000,
2015,I34S1C42J1V1,24341480,2,199402,20 a 24 años,2012,1,,,Universidades,Universidades Privadas,Universidades Privadas,34,UNIVERSIDAD DE LOS ANDES,1,CASA CENTRAL (SANTIAGO),42,INGENIERIA COMERCIAL,Presencial,Diurno,1,Plan Regular,10,1,10,Metropolitana,SANTIAGO,LAS CONDES,Pregrado,Profesional Con Licenciatura,Carreras Profesionales,Educación Media,VIGENTE CON ALUMNOS NUEVOS,350000,4671397,43010,Administración y Comercio,Administración de Empresas y Derecho,Educación Comercial y Administración,Ingeniería Comercial,NO ACREDITADA,ACREDITADA,12/12/2012 - 12/12/2017,5,,122932,
2015,I86S1C117J1V1,24354169,1,199206,20 a 24 años,2011,1,,,Universidades,Universidades CRUCH,Universidades Privadas CRUCH,86,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,1,CASA CENTRAL,117,MEDICINA,Presencial,Diurno,1,Plan Regular,14,0,14,Metropolitana,SANTIAGO,SANTIAGO,Pregrado,Profesional Con Licenciatura,Carreras Profesionales,Educación Media,VIGENTE CON ALUMNOS NUEVOS,0,,12058,Salud,Salud y Bienestar,Salud,Medicina,ACREDITADA,ACREDITADA,30/11/2011 - 30/11/2018,7,0,0,
2015,I23S2C1J1V1,24360360,1,199308,20 a 24 años,2012,1,,,Universidades,Universidades Privadas,Universidades Privadas,23,UNIVERSIDAD ADOLFO IBAÑEZ,2,SEDE PEÑALOLEN,1,INGENIERIA COMERCIAL,Presencial,Diurno,1,Plan Regular,10,0,10,Metropolitana,SANTIAGO,PEÑALOLEN,Pregrado,Profesional Con Licenciatura,Carreras Profesionales,Educación Media,VIGENTE CON ALUMNOS NUEVOS,516600,5166000,42001,Administración y Comercio,Administración de Empresas y Derecho,Educación Comercial y Administración,Ingeniería Comercial,NO ACREDITADA,ACREDITADA,17/11/2009 - 17/11/2015,6,0,65000,
2015,I47S1C8J1V1,24373189,2,199306,20 a 24 años,2012,1,,,Universidades,Universidades Privadas,Universidades Privadas,47,UNIVERSIDAD DEL PACIFICO,1,SEDE LAS CONDES,8,DISEÑO DE VESTUARIO Y TEXTIL,Presencial,Diurno,1,Plan Regular,9,1,9,Metropolitana,SANTIAGO,LAS CONDES,Pregrado,Profesional Con Licenciatura,Carreras Profesionales,Educación Media,VIGENTE CON ALUMNOS NUEVOS,350000,4160000,,Arte y Arquitectura,Artes y Humanidades,Artes,Diseño de Vestuario,ACREDITADA,ACREDITADA,25/03/2015 - 25/03/2017,2,,579000,
2015,I45S2C98J1V1,24401822,2,199512,15 a 19 años,2014,1,,,Universidades,Universidades Privadas,Universidades Privadas,45,UNIVERSIDAD DEL DESARROLLO,2,SEDE SANTIAGO (LAS CONDES),98,NUTRICION Y DIETETICA,Presencial,Diurno,1,Plan Regular,10,0,10,Metropolitana,SANTIAGO,LAS CONDES,Pregrado,Profesional Con Licenciatura,Carreras Profesionales,Educación Media,VIGENTE CON ALUMNOS NUEVOS,442000,4534000,44020,Salud,Salud y Bienestar,Salud,Nutrición y Dietética,NO ACREDITADA,ACREDITADA,14/12/2011 - 14/12/2016,5,,80000,
2015,I10S4C475J5V1,24439787,2,198709,25 a 29 años,2013,1,,,Universidades,Universidades Privadas,Universidades Privadas,10,UNIVERSIDAD MAYOR,4,SEDE TEMUCO,475,MAGISTER EN DIRECCION COMERCIAL Y MARKETING,Presencial,Otro,1,Plan Regular,4,0,4,La Araucanía,CAUTIN,TEMUCO,Postgrado,Magister,Magister,Título Profesional,VIGENTE CON ALUMNOS NUEVOS,180000,7870224,,Administración y Comercio,Administración de Empresas y Derecho,Educación Comercial y Administración,Magister en Administración y Comercio,NO ACREDITADA,ACREDITADA,20/05/2015 - 20/05/2020,5,0,,
2015,I70S1C158J1V1,24478895,2,199510,15 a 19 años,2014,1,2014,1,Universidades,Universidades CRUCH,Universidades Estatales CRUCH,70,UNIVERSIDAD DE CHILE,1,CASA CENTRAL (SANTIAGO),158,MEDICINA,Presencial,Diurno,1,Plan Regular,14,0,14,Metropolitana,SANTIAGO,SANTIAGO,Pregrado,Profesional Con Licenciatura,Carreras Profesionales,Educación Media,VIGENTE CON ALUMNOS NUEVOS,122200,5077400,11083,Salud,Salud y Bienestar,Salud,Medicina,ACREDITADA,ACREDITADA,21/12/2011 - 21/12/2018,7,,75000,
2015,I88S1C12J1V1,24487625,1,199609,15 a 19 años,2015,1,,,Universidades,Universidades CRUCH,Universidades Privadas CRUCH,88,UNIVERSIDAD TECNICA FEDERICO SANTA MARIA,1,CASA CENTRAL (VALPARAISO),12,INGENIERIA CIVIL ELECTRONICA,Presencial,Diurno,1,Plan Regular,12,0,12,Valparaíso,VALPARAISO,VALPARAISO,Pregrado,Profesional Con Licenciatura,Carreras Profesionales,Educación Media,VIGENTE CON ALUMNOS NUEVOS,152000,3903000,15131,Tecnología,"Ingeniería, Industria y Construcción",Ingeniería y Profesiones Afines,Ingeniería Civil Electrónica,ACREDITADA,ACREDITADA,28/12/2011 - 28/12/2016,5,,76000,
2015,I10S4C371J5V1,24495469,2,198809,25 a 29 años,2013,2,,,Universidades,Universidades Privadas,Universidades Privadas,10,UNIVERSIDAD MAYOR,4,SEDE TEMUCO,371,MAGISTER EN SALUD PUBLICA Y PLANIFICACION SANITARIA,Presencial,Otro,1,Plan Regular,4,0,4,La Araucanía,CAUTIN,TEMUCO,Postgrado,Magister,Magister,Título Profesional,VIGENTE CON ALUMNOS NUEVOS,100000,2350000,,Salud,Salud y Bienestar,Salud,Magister en Salud,NO ACREDITADA,ACREDITADA,20/05/2015 - 20/05/2020,5,0,,
2015,I241S1C2J1V1,24550457,1,199006,25 a 29 años,2014,1,,,Centros de Formación Técnica,Centros de Formación Técnica,Centros de Formación Técnica,241,CFT INSTITUTO SUPERIOR ALEMAN DE COMERCIO INSALCO,1,CASA CENTRAL (SANTIAGO),2,COMERCIO NAVIERO BILINGÜE,Presencial,Diurno,1,Plan Regular,4,0,4,Metropolitana,SANTIAGO,VITACURA,Pregrado,Técnico de Nivel Superior,Carreras Técnicas,Educación Media,VIGENTE CON ALUMNOS NUEVOS,110000,1537200,,Administración y Comercio,Administración de Empresas y Derecho,Educación Comercial y Administración,Otros Técnicos de Administración y Comercio,NO ACREDITADA,NO ACREDITADA,,,0,0,
